headword,pos,CEFR,vocab_id,label
commercial,noun,B2,VOC_commercial_B2,commercial
commission,noun,B2,VOC_commission_B2,commission
commit,verb,B1,VOC_commit_B1,commit
commitment,noun,A2,VOC_commitment_A2,commitment
committee,noun,A2,VOC_committee_A2,committee
common,adjective,A2,VOC_common_A2,common
common sense,noun,B1,VOC_commonsense_B1,common sense
commonly,adverb,B1,VOC_commonly_B1,commonly
commonwealth,noun,B2,VOC_commonwealth_B2,commonwealth
communicate,verb,A2,VOC_communicate_A2,communicate
communication,noun,A2,VOC_communication_A2,communication
communicative,adjective,B2,VOC_communicative_B2,communicative
community,noun,B2,VOC_community_B2,community
commute,verb,B2,VOC_commute_B2,commute
companion,noun,B1,VOC_companion_B1,companion
company,noun,A2,VOC_company_A2,company
comparative,noun,A2,VOC_comparative_A2,comparative
compare,verb,A2,VOC_compare_A2,compare
comparison,noun,B1,VOC_comparison_B1,comparison
compassion,noun,B2,VOC_compassion_B2,compassion
compassionate,adjective,B2,VOC_compassionate_B2,compassionate
compatible,adjective,B2,VOC_compatible_B2,compatible
compensate,verb,B2,VOC_compensate_B2,compensate
compensation,noun,B2,VOC_compensation_B2,compensation
compete,verb,B1,VOC_compete_B1,compete
competence,noun,B2,VOC_competence_B2,competence
competent,adjective,B2,VOC_competent_B2,competent
competition,noun,A2,VOC_competition_A2,competition
competitive,adjective,B1,VOC_competitive_B1,competitive
competitor,noun,B1,VOC_competitor_B1,competitor
compile,verb,B2,VOC_compile_B2,compile
complain,verb,A2,VOC_complain_A2,complain
complaint,noun,A2,VOC_complaint_A2,complaint
complement,noun,B1,VOC_complement_B1,complement
complete,adjective,A2,VOC_complete_A2,complete
complete,verb,B1,VOC_complete_B1,complete
completely,adverb,B1,VOC_completely_B1,completely
completion,noun,B2,VOC_completion_B2,completion
complex,adjective,B1,VOC_complex_B1,complex
complexion,noun,B2,VOC_complexion_B2,complexion
complexity,noun,B2,VOC_complexity_B2,complexity
complicate,verb,B1,VOC_complicate_B1,complicate
complicated,adjective,B1,VOC_complicated_B1,complicated
compliment,noun,B1,VOC_compliment_B1,compliment
component,noun,B2,VOC_component_B2,component
compose,verb,B1,VOC_compose_B1,compose
composer,noun,A2,VOC_composer_A2,composer
composition,noun,B1,VOC_composition_B1,composition
compound,noun,B1,VOC_compound_B1,compound
comprehension,noun,B2,VOC_comprehension_B2,comprehension
comprehensive,adjective,B2,VOC_comprehensive_B2,comprehensive
compress,noun,B2,VOC_compress_B2,compress
compression,noun,B2,VOC_compression_B2,compression
compromise,noun,B1,VOC_compromise_B1,compromise
compromise,verb,B2,VOC_compromise_B2,compromise
compulsory,adjective,B2,VOC_compulsory_B2,compulsory
compute,verb,B2,VOC_compute_B2,compute
computer,noun,A1,VOC_computer_A1,computer
conceal,verb,B2,VOC_conceal_B2,conceal
concede,verb,B2,VOC_concede_B2,concede
conceit,noun,B2,VOC_conceit_B2,conceit
conceivable,adjective,B2,VOC_conceivable_B2,conceivable
conceive,verb,B2,VOC_conceive_B2,conceive
concentrate,verb,A2,VOC_concentrate_A2,concentrate
concentration,noun,B1,VOC_concentration_B1,concentration
concept,noun,B1,VOC_concept_B1,concept
conception,noun,B2,VOC_conception_B2,conception
concern,noun,A2,VOC_concern_A2,concern
concern,verb,B2,VOC_concern_B2,concern
concerned,adjective,B1,VOC_concerned_B1,concerned
concerning,preposition,B2,VOC_concerning_B2,concerning
concert,noun,A1,VOC_concert_A1,concert
concession,noun,B2,VOC_concession_B2,concession
conclude,verb,B1,VOC_conclude_B1,conclude
conclusion,noun,B1,VOC_conclusion_B1,conclusion
concrete,adjective,B2,VOC_concrete_B2,concrete
concrete,noun,B2,VOC_concrete_B2,concrete
condemn,verb,B2,VOC_condemn_B2,condemn
condition,noun,A2,VOC_condition_A2,condition
conduct,noun,B1,VOC_conduct_B1,conduct
conduct,verb,B2,VOC_conduct_B2,conduct
conductor,noun,B2,VOC_conductor_B2,conductor
cone,noun,B2,VOC_cone_B2,cone
conference,noun,B2,VOC_conference_B2,conference
conferencing,noun,B2,VOC_conferencing_B2,conferencing
confess,verb,B2,VOC_confess_B2,confess
confession,noun,B2,VOC_confession_B2,confession
confidence,noun,B1,VOC_confidence_B1,confidence
confident,adjective,A2,VOC_confident_A2,confident
confidently,adverb,B2,VOC_confidently_B2,confidently
confine,verb,B2,VOC_confine_B2,confine
confirm,verb,B1,VOC_confirm_B1,confirm
confirmation,noun,B1,VOC_confirmation_B1,confirmation
conflict,noun,B1,VOC_conflict_B1,conflict
confront,verb,B2,VOC_confront_B2,confront
confuse,verb,A2,VOC_confuse_A2,confuse
confused,adjective,A2,VOC_confused_A2,confused
confusing,adjective,B1,VOC_confusing_B1,confusing
confusion,noun,B1,VOC_confusion_B1,confusion
congratulate,verb,B1,VOC_congratulate_B1,congratulate
conjunction,noun,B2,VOC_conjunction_B2,conjunction
connect,verb,B1,VOC_connect_B1,connect
connection,noun,B1,VOC_connectionconnexion_B1,connection/connexion
conquer,verb,B1,VOC_conquer_B1,conquer
conquest,noun,B2,VOC_conquest_B2,conquest
conscience,noun,B2,VOC_conscience_B2,conscience
conscious,adjective,B1,VOC_conscious_B1,conscious
consciousness,noun,B2,VOC_consciousness_B2,consciousness
consensus,noun,B2,VOC_consensus_B2,consensus
consent,noun,B2,VOC_consent_B2,consent
consequence,noun,A2,VOC_consequence_A2,consequence
consequently,adverb,B1,VOC_consequently_B1,consequently
conservation,noun,B1,VOC_conservation_B1,conservation
conservative,adjective,B1,VOC_conservative_B1,conservative
consider,verb,A2,VOC_consider_A2,consider
considerable,adjective,B1,VOC_considerable_B1,considerable
considerably,adverb,B2,VOC_considerably_B2,considerably
consideration,noun,B1,VOC_consideration_B1,consideration
considering,conjunction,B2,VOC_considering_B2,considering
considering,preposition,B2,VOC_considering_B2,considering
consist,verb,A2,VOC_consist_A2,consist
consistent,adjective,B2,VOC_consistent_B2,consistent
consolation,noun,B2,VOC_consolation_B2,consolation
console,verb,B2,VOC_console_B2,console
consonant,noun,B1,VOC_consonant_B1,consonant
constant,adjective,B2,VOC_constant_B2,constant
constantly,adverb,B1,VOC_constantly_B1,constantly
constitute,verb,B1,VOC_constitute_B1,constitute
constitution,noun,B1,VOC_constitution_B1,constitution
construct,verb,B1,VOC_construct_B1,construct
construction,noun,B1,VOC_construction_B1,construction
consult,verb,B2,VOC_consult_B2,consult
consultant,noun,B2,VOC_consultant_B2,consultant
consume,verb,B1,VOC_consume_B1,consume
consumer,noun,B1,VOC_consumer_B1,consumer
consumption,noun,B1,VOC_consumption_B1,consumption
contact,noun,A2,VOC_contact_A2,contact
contact,verb,A2,VOC_contact_A2,contact
contain,verb,B1,VOC_contain_B1,contain
container,noun,A2,VOC_container_A2,container
contaminate,verb,B2,VOC_contaminate_B2,contaminate
contemporary,adjective,B2,VOC_contemporary_B2,contemporary
contempt,noun,B2,VOC_contempt_B2,contempt
content,adjective,B2,VOC_content_B2,content
content,noun,B1,VOC_content_B1,content
contest,noun,A1,VOC_contest_A1,contest
context,noun,A2,VOC_context_A2,context
continent,noun,A2,VOC_continent_A2,continent
continual,adjective,B1,VOC_continual_B1,continual
continually,adverb,B1,VOC_continually_B1,continually
continue,verb,A2,VOC_continue_A2,continue
continuous,adjective,B1,VOC_continuous_B1,continuous
continuously,adverb,B1,VOC_continuously_B1,continuously
contract,noun,B2,VOC_contract_B2,contract
contradict,verb,B2,VOC_contradict_B2,contradict
contradiction,noun,B2,VOC_contradiction_B2,contradiction
contradictory,adjective,B2,VOC_contradictory_B2,contradictory
contrary,adjective,B1,VOC_contrary_B1,contrary
contrast,noun,A2,VOC_contrast_A2,contrast
contribute,verb,B1,VOC_contribute_B1,contribute
contribution,noun,B1,VOC_contribution_B1,contribution
control,noun,A2,VOC_control_A2,control
control,verb,B1,VOC_control_B1,control
controversial,adjective,B1,VOC_controversial_B1,controversial
controversy,noun,B2,VOC_controversy_B2,controversy
convenience,noun,A2,VOC_convenience_A2,convenience
convenient,adjective,A2,VOC_convenient_A2,convenient
conveniently,adverb,B2,VOC_conveniently_B2,conveniently
convention,noun,B2,VOC_convention_B2,convention
conventional,adjective,B2,VOC_conventional_B2,conventional
conversation,noun,A1,VOC_conversation_A1,conversation
converse,noun,B2,VOC_converse_B2,converse
conversely,adverb,B2,VOC_conversely_B2,conversely
conversion,noun,B2,VOC_conversion_B2,conversion
convert,verb,B2,VOC_convert_B2,convert
convey,verb,B1,VOC_convey_B1,convey
convince,verb,B1,VOC_convince_B1,convince
convinced,adjective,B2,VOC_convinced_B2,convinced
cook,noun,A1,VOC_cook_A1,cook
cook,verb,A1,VOC_cook_A1,cook
cooker,noun,A2,VOC_cooker_A2,cooker
cookie,noun,A1,VOC_cookie_A1,cookie
cooking,noun,A2,VOC_cooking_A2,cooking
cool,adjective,A1,VOC_cool_A1,cool
cool,verb,B2,VOC_cool_B2,cool
cooler,noun,A2,VOC_cooler_A2,cooler
cooperate,verb,B2,VOC_cooperate_B2,cooperate
cooperation,noun,B2,VOC_cooperation_B2,cooperation
cooperative,adjective,B2,VOC_cooperative_B2,cooperative
cop,noun,A1,VOC_cop_A1,cop
cope,verb,B2,VOC_cope_B2,cope
copper,noun,B2,VOC_copper_B2,copper
copy,noun,A1,VOC_copy_A1,copy
copy,verb,A2,VOC_copy_A2,copy
copyright,noun,B1,VOC_copyright_B1,copyright
coral,noun,B2,VOC_coral_B2,coral
core,noun,B2,VOC_core_B2,core
corn,noun,A1,VOC_corn_A1,corn
corner,noun,A1,VOC_corner_A1,corner
cornerstone,noun,B2,VOC_cornerstone_B2,cornerstone
cornet,noun,B2,VOC_cornet_B2,cornet
corona,noun,B2,VOC_corona_B2,corona
corporal,adjective,B2,VOC_corporal_B2,corporal
corporate,adjective,B2,VOC_corporate_B2,corporate
corporation,noun,B2,VOC_corporation_B2,corporation
correct,adjective,A1,VOC_correct_A1,correct
correct,verb,B2,VOC_correct_B2,correct
correction,noun,B1,VOC_correction_B1,correction
correctly,adverb,A2,VOC_correctly_A2,correctly
correctness,noun,B2,VOC_correctness_B2,correctness
correspond,verb,B2,VOC_correspond_B2,correspond
correspondence,noun,B2,VOC_correspondence_B2,correspondence
correspondent,noun,B2,VOC_correspondent_B2,correspondent
corresponding,adjective,B2,VOC_corresponding_B2,corresponding
corridor,noun,B2,VOC_corridor_B2,corridor
corrupt,adjective,B2,VOC_corrupt_B2,corrupt
corruption,noun,B2,VOC_corruption_B2,corruption
cost,noun,A2,VOC_cost_A2,cost
cost,verb,A2,VOC_cost_A2,cost
costly,adjective,B2,VOC_costly_B2,costly
costume,noun,B2,VOC_costume_B2,costume
cottage,noun,B2,VOC_cottage_B2,cottage
cotton,noun,B1,VOC_cotton_B1,cotton
couch,noun,A1,VOC_couch_A1,couch
cough,noun,B2,VOC_cough_B2,cough
cough,verb,B1,VOC_cough_B1,cough
could,modal auxiliary,A1,VOC_could_A1,could
council,noun,B1,VOC_council_B1,council
counseling,noun,B1,VOC_counselingcounsellin_B1,counseling/counselling
count,noun,B1,VOC_count_B1,count
count,verb,A2,VOC_count_A2,count
counter,noun,B2,VOC_counter_B2,counter
counter,verb,B1,VOC_counter_B1,counter
countless,adjective,B1,VOC_countless_B1,countless
country,noun,A2,VOC_country_A2,country
countryman,noun,B2,VOC_countryman_B2,countryman
countryside,noun,A2,VOC_countryside_A2,countryside
countrywide,adjective,B2,VOC_countrywide_B2,countrywide
county,noun,B1,VOC_county_B1,county
couple,noun,A2,VOC_couple_A2,couple
courage,noun,B1,VOC_courage_B1,courage
courageous,adjective,B1,VOC_courageous_B1,courageous
courgette,noun,B1,VOC_courgette_B1,courgette
course,noun,A1,VOC_course_A1,course
court,noun,A2,VOC_court_A2,court
courtesy,noun,B2,VOC_courtesy_B2,courtesy
cousin,noun,A1,VOC_cousin_A1,cousin
cover,noun,A1,VOC_cover_A1,cover
cover,verb,A2,VOC_cover_A2,cover
cow,noun,A1,VOC_cow_A1,cow
coward,noun,B2,VOC_coward_B2,coward
cowardly,adjective,B2,VOC_cowardly_B2,cowardly
coziness,noun,B2,VOC_cozinesscosiness_B2,coziness/cosiness
cozy,adjective,B2,VOC_cozycosy_B2,cozy/cosy
crab,noun,B2,VOC_crab_B2,crab
crack,noun,B2,VOC_crack_B2,crack
crack,verb,B2,VOC_crack_B2,crack
craft,noun,B1,VOC_craft_B1,craft
craftsman,noun,B2,VOC_craftsman_B2,craftsman
crash,noun,B1,VOC_crash_B1,crash
crash,verb,B1,VOC_crash_B1,crash
crater,noun,B2,VOC_crater_B2,crater
crawl,verb,B2,VOC_crawl_B2,crawl
crazy,adjective,A2,VOC_crazy_A2,crazy
cream,adjective,A2,VOC_cream_A2,cream
cream,noun,A1,VOC_cream_A1,cream
crease,noun,B2,VOC_crease_B2,crease
create,verb,A2,VOC_create_A2,create
creation,noun,B2,VOC_creation_B2,creation
creative,adjective,A2,VOC_creative_A2,creative
creatively,adverb,B2,VOC_creatively_B2,creatively
creativity,noun,A2,VOC_creativity_A2,creativity
creator,noun,B1,VOC_creator_B1,creator
creature,noun,A2,VOC_creature_A2,creature
credit,noun,A2,VOC_credit_A2,credit
credit card,noun,A1,VOC_creditcard_A1,credit card
creek,noun,B2,VOC_creek_B2,creek
creepy,adjective,B2,VOC_creepy_B2,creepy
crew,noun,B2,VOC_crew_B2,crew
cricket,noun,A2,VOC_cricket_A2,cricket
crime,noun,A2,VOC_crime_A2,crime
criminal,adjective,B2,VOC_criminal_B2,criminal
criminal,noun,B1,VOC_criminal_B1,criminal
cripple,noun,B2,VOC_cripple_B2,cripple
crisis,noun,B1,VOC_crisis_B1,crisis
crisp,noun,A2,VOC_crisp_A2,crisp
critic,noun,B1,VOC_critic_B1,critic
critical,adjective,B1,VOC_critical_B1,critical
critically,adverb,B2,VOC_critically_B2,critically
criticism,noun,B2,VOC_criticism_B2,criticism
criticize,verb,A2,VOC_criticizecriticise_A2,criticize/criticise
crocodile,noun,B2,VOC_crocodile_B2,crocodile
crop,noun,B1,VOC_crop_B1,crop
cross,noun,A2,VOC_cross_A2,cross
cross,verb,A2,VOC_cross_A2,cross
crossing,noun,B1,VOC_crossing_B1,crossing
crossly,adverb,B2,VOC_crossly_B2,crossly
crossroads,noun,B1,VOC_crossroads_B1,crossroads
crow,noun,B1,VOC_crow_B1,crow
crowd,noun,A2,VOC_crowd_A2,crowd
crowded,adjective,A2,VOC_crowded_A2,crowded
crown,noun,A2,VOC_crown_A2,crown
crucial,adjective,B2,VOC_crucial_B2,crucial
cruel,adjective,B1,VOC_cruel_B1,cruel
cruelly,adverb,B2,VOC_cruelly_B2,cruelly
cruelty,noun,B2,VOC_cruelty_B2,cruelty
cruise,noun,A2,VOC_cruise_A2,cruise
cruise,verb,B2,VOC_cruise_B2,cruise
crush,noun,B1,VOC_crush_B1,crush
cry,noun,A1,VOC_cry_A1,cry
cry,verb,A2,VOC_cry_A2,cry
crystallize,verb,B2,VOC_crystallizecrystalli_B2,crystallize/crystallise
cube,noun,B2,VOC_cube_B2,cube
cubism,noun,B2,VOC_cubism_B2,cubism
cucumber,noun,B1,VOC_cucumber_B1,cucumber
cuff,noun,B2,VOC_cuff_B2,cuff
culmination,noun,B2,VOC_culmination_B2,culmination
cultivate,verb,B1,VOC_cultivate_B1,cultivate
cultural,adjective,B1,VOC_cultural_B1,cultural
culturally,adverb,B2,VOC_culturally_B2,culturally
culture,noun,A1,VOC_culture_A1,culture
cup,noun,A1,VOC_cup_A1,cup
cupboard,noun,A2,VOC_cupboard_A2,cupboard
cure,noun,B1,VOC_cure_B1,cure
cure,verb,B2,VOC_cure_B2,cure
curiosity,noun,B1,VOC_curiosity_B1,curiosity
curious,adjective,B1,VOC_curious_B1,curious
curiously,adverb,B1,VOC_curiously_B1,curiously
curl,noun,B2,VOC_curl_B2,curl
curly,adjective,B1,VOC_curly_B1,curly
currency,noun,B1,VOC_currency_B1,currency
current,adjective,B1,VOC_current_B1,current
currently,adverb,B1,VOC_currently_B1,currently
curriculum,noun,B1,VOC_curriculum_B1,curriculum
curry,noun,A2,VOC_curry_A2,curry
curse,noun,A2,VOC_curse_A2,curse
cursor,noun,B2,VOC_cursor_B2,cursor
curtain,noun,B1,VOC_curtain_B1,curtain
curve,noun,B1,VOC_curve_B1,curve
cushion,noun,B1,VOC_cushion_B1,cushion
custom,noun,A2,VOC_custom_A2,custom
customer,noun,A2,VOC_customer_A2,customer
customs,noun,B1,VOC_customs_B1,customs
cut,noun,B1,VOC_cut_B1,cut
cut,verb,A1,VOC_cut_A1,cut
cute,adjective,A1,VOC_cute_A1,cute
cv,noun,B1,VOC_CV_B1,CV
cyberaddict,noun,B2,VOC_cyberaddict_B2,cyberaddict
cybercafe,noun,B2,VOC_cybercafecybercaf_B2,cybercafe/cybercafé
cybercrime,noun,B2,VOC_cybercrime_B2,cybercrime
cyberpet,noun,B2,VOC_cyberpet_B2,cyberpet
cyberschool,noun,B2,VOC_cyberschool_B2,cyberschool
cyberspace,noun,B2,VOC_cyberspace_B2,cyberspace
cycle,noun,B1,VOC_cycle_B1,cycle
cycle,verb,B1,VOC_cycle_B1,cycle
cycling,noun,A2,VOC_cycling_A2,cycling
cyclist,noun,B2,VOC_cyclist_B2,cyclist
dad,noun,A1,VOC_dad_A1,dad
daddy,noun,A1,VOC_daddy_A1,daddy
daft,adjective,B2,VOC_daft_B2,daft
daily,adjective,A2,VOC_daily_A2,daily
daily,adverb,A2,VOC_daily_A2,daily
daisy,noun,B1,VOC_daisy_B1,daisy
dam,noun,A2,VOC_dam_A2,dam
damage,noun,B1,VOC_damage_B1,damage
damage,verb,B1,VOC_damage_B1,damage
damaged,adjective,B1,VOC_damaged_B1,damaged
damn,adjective,B2,VOC_damn_B2,damn
damn,adverb,B2,VOC_damn_B2,damn
damn,interjection,B2,VOC_damn_B2,damn
damp,adjective,B1,VOC_damp_B1,damp
dance,noun,A1,VOC_dance_A1,dance
dance,verb,A1,VOC_dance_A1,dance
dancer,noun,A2,VOC_dancer_A2,dancer
dancing,noun,A1,VOC_dancing_A1,dancing
dandelion,noun,B2,VOC_dandelion_B2,dandelion
danger,noun,A2,VOC_danger_A2,danger
dangerous,adjective,A2,VOC_dangerous_A2,dangerous
dangerously,adverb,B1,VOC_dangerously_B1,dangerously
dare,verb,B1,VOC_dare_B1,dare
dark,adjective,A1,VOC_dark_A1,dark
darkness,noun,B1,VOC_darkness_B1,darkness
darling,adjective,B2,VOC_darling_B2,darling
darling,noun,B2,VOC_darling_B2,darling
dash,noun,B2,VOC_dash_B2,dash
dash,verb,B2,VOC_dash_B2,dash
data,noun,B2,VOC_data_B2,data
database,noun,B2,VOC_database_B2,database
date,noun,A1,VOC_date_A1,date
date,verb,B1,VOC_date_B1,date
dated,adjective,B2,VOC_dated_B2,dated
dating,noun,B1,VOC_dating_B1,dating
daughter,noun,A1,VOC_daughter_A1,daughter
daughterinlaw,noun,B2,VOC_daughterinlaw_B2,daughter-in-law
dawn,noun,B2,VOC_dawn_B2,dawn
day,noun,A1,VOC_day_A1,day
daylight,noun,A2,VOC_daylight_A2,daylight
daytime,noun,B2,VOC_daytime_B2,daytime
daze,noun,B1,VOC_daze_B1,daze
dazzle,noun,B1,VOC_dazzle_B1,dazzle
de facto,adjective,B2,VOC_defacto_B2,de facto
dead,adjective,A2,VOC_dead_A2,dead
deadline,noun,B1,VOC_deadline_B1,deadline
deadly,adjective,B1,VOC_deadly_B1,deadly
deaf,adjective,B1,VOC_deaf_B1,deaf
deal,noun,A2,VOC_deal_A2,deal
deal,verb,B1,VOC_deal_B1,deal
dealer,noun,B1,VOC_dealer_B1,dealer
dear,adjective,A1,VOC_dear_A1,dear
dear,noun,B2,VOC_dear_B2,dear
dearly,adverb,B2,VOC_dearly_B2,dearly
death,noun,A2,VOC_death_A2,death
debate,noun,A2,VOC_debate_A2,debate
debit,noun,B2,VOC_debit_B2,debit
debit,verb,B2,VOC_debit_B2,debit
debit card,noun,B2,VOC_debitcard_B2,debit card
debris,noun,B1,VOC_debris_B1,debris
debt,noun,B1,VOC_debt_B1,debt
decade,noun,B2,VOC_decade_B2,decade
decay,verb,B2,VOC_decay_B2,decay
deceive,verb,B2,VOC_deceive_B2,deceive
december,noun,A1,VOC_December_A1,December
decent,adjective,B2,VOC_decent_B2,decent
deceptive,adjective,B2,VOC_deceptive_B2,deceptive
decide,verb,A2,VOC_decide_A2,decide
decision,noun,B1,VOC_decision_B1,decision
decisive,adjective,B2,VOC_decisive_B2,decisive
deck,noun,B2,VOC_deck_B2,deck
declaration,noun,B1,VOC_declaration_B1,declaration
declare,verb,B1,VOC_declare_B1,declare
decline,noun,B1,VOC_decline_B1,decline
decline,verb,B2,VOC_decline_B2,decline
decomposition,noun,B2,VOC_decomposition_B2,decomposition
decorate,verb,B2,VOC_decorate_B2,decorate
decoration,noun,B2,VOC_decoration_B2,decoration
decorative,adjective,B2,VOC_decorative_B2,decorative
decrease,noun,B1,VOC_decrease_B1,decrease
decrease,verb,B1,VOC_decrease_B1,decrease
dedicate,verb,B1,VOC_dedicate_B1,dedicate
dedication,noun,B2,VOC_dedication_B2,dedication
deduce,verb,B2,VOC_deduce_B2,deduce
deduction,noun,B2,VOC_deduction_B2,deduction
deed,noun,B1,VOC_deed_B1,deed
deem,verb,B2,VOC_deem_B2,deem
deep,adjective,B2,VOC_deep_B2,deep
deep,adverb,A2,VOC_deep_A2,deep
deeply,adverb,A2,VOC_deeply_A2,deeply
deer,noun,B2,VOC_deer_B2,deer
defeat,noun,B2,VOC_defeat_B2,defeat
defeat,verb,B1,VOC_defeat_B1,defeat
defend,verb,B1,VOC_defend_B1,defend
defender,noun,B1,VOC_defender_B1,defender
defense,noun,B1,VOC_defensedefence_B1,defense/defence
deficiency,noun,B1,VOC_deficiency_B1,deficiency
deficit,noun,B2,VOC_deficit_B2,deficit
define,verb,B1,VOC_define_B1,define
definite,adjective,B1,VOC_definite_B1,definite
definite article,noun,B1,VOC_definitearticle_B1,definite article
definitely,adverb,B1,VOC_definitely_B1,definitely
definition,noun,B1,VOC_definition_B1,definition
deforestation,noun,B2,VOC_deforestation_B2,deforestation
defy,verb,B2,VOC_defy_B2,defy
degree,noun,A2,VOC_degree_A2,degree
dehumanize,verb,B2,VOC_dehumanizedehumanise_B2,dehumanize/dehumanise
delay,noun,A2,VOC_delay_A2,delay
delay,verb,B1,VOC_delay_B1,delay
delegate,noun,B2,VOC_delegate_B2,delegate
delete,verb,B1,VOC_delete_B1,delete
deliberate,adjective,B2,VOC_deliberate_B2,deliberate
deliberately,adverb,B2,VOC_deliberately_B2,deliberately
delicacy,noun,B2,VOC_delicacy_B2,delicacy
delicate,adjective,B1,VOC_delicate_B1,delicate
delicately,adverb,B2,VOC_delicately_B2,delicately
delicious,adjective,A1,VOC_delicious_A1,delicious
delight,noun,B1,VOC_delight_B1,delight
delight,verb,B2,VOC_delight_B2,delight
delighted,adjective,B1,VOC_delighted_B1,delighted
delightful,adjective,B1,VOC_delightful_B1,delightful
deliver,verb,B1,VOC_deliver_B1,deliver
delivery,noun,B1,VOC_delivery_B1,delivery
demand,noun,B1,VOC_demand_B1,demand
demand,verb,B1,VOC_demand_B1,demand
demanding,adjective,B2,VOC_demanding_B2,demanding
democracy,noun,B1,VOC_democracy_B1,democracy
democratic,adjective,B1,VOC_democratic_B1,democratic
demolish,verb,B2,VOC_demolish_B2,demolish
demonstrate,verb,B1,VOC_demonstrate_B1,demonstrate
demonstration,noun,B1,VOC_demonstration_B1,demonstration
denim,noun,B2,VOC_denim_B2,denim
dense,adjective,B2,VOC_dense_B2,dense
densely,adverb,B2,VOC_densely_B2,densely
dental,adjective,B2,VOC_dental_B2,dental
dentist,noun,A2,VOC_dentist_A2,dentist
deny,verb,B1,VOC_deny_B1,deny
depart,verb,B1,VOC_depart_B1,depart
department,noun,B1,VOC_department_B1,department
department store,noun,A2,VOC_departmentstore_A2,department store
departure,noun,B1,VOC_departure_B1,departure
depend,verb,A2,VOC_depend_A2,depend
dependable,adjective,B2,VOC_dependable_B2,dependable
dependent,adjective,B1,VOC_dependent_B1,dependent
deposit,noun,B1,VOC_deposit_B1,deposit
deposit,verb,B2,VOC_deposit_B2,deposit
depressed,adjective,B1,VOC_depressed_B1,depressed
depressing,adjective,B1,VOC_depressing_B1,depressing
depression,noun,B1,VOC_depression_B1,depression
deprive,verb,B1,VOC_deprive_B1,deprive
depth,noun,B1,VOC_depth_B1,depth
deputy,noun,B2,VOC_deputy_B2,deputy
derive,verb,B1,VOC_derive_B1,derive
descend,verb,B2,VOC_descend_B2,descend
describe,verb,A1,VOC_describe_A1,describe
description,noun,A2,VOC_description_A2,description
descriptive,adjective,B2,VOC_descriptive_B2,descriptive
desert,noun,A2,VOC_desert_A2,desert
deserve,verb,B1,VOC_deserve_B1,deserve
design,noun,A1,VOC_design_A1,design
design,verb,B1,VOC_design_B1,design
designer,adjective,B2,VOC_designer_B2,designer
designer,noun,B1,VOC_designer_B1,designer
desirable,adjective,B2,VOC_desirable_B2,desirable
desire,noun,B1,VOC_desire_B1,desire
desire,verb,B2,VOC_desire_B2,desire
desk,noun,A1,VOC_desk_A1,desk
desktop,noun,B2,VOC_desktop_B2,desktop
desolation,noun,B2,VOC_desolation_B2,desolation
despair,noun,B1,VOC_despair_B1,despair
desperate,adjective,B1,VOC_desperate_B1,desperate
desperately,adverb,B2,VOC_desperately_B2,desperately
desperation,noun,B2,VOC_desperation_B2,desperation
despise,verb,B2,VOC_despise_B2,despise
despite,preposition,B1,VOC_despite_B1,despite
dessert,noun,A2,VOC_dessert_A2,dessert
destination,noun,B1,VOC_destination_B1,destination
destiny,noun,B2,VOC_destiny_B2,destiny
destroy,verb,A2,VOC_destroy_A2,destroy
destruction,noun,B1,VOC_destruction_B1,destruction
destructive,adjective,B1,VOC_destructive_B1,destructive
detach,verb,B2,VOC_detach_B2,detach
detachment,noun,B2,VOC_detachment_B2,detachment
detail,noun,A2,VOC_detail_A2,detail
detailed,adjective,B2,VOC_detailed_B2,detailed
detect,verb,B2,VOC_detect_B2,detect
detective,noun,B1,VOC_detective_B1,detective
determination,noun,B1,VOC_determination_B1,determination
determine,verb,B1,VOC_determine_B1,determine
determined,adjective,B2,VOC_determined_B2,determined
determiner,noun,B2,VOC_determiner_B2,determiner
devastate,verb,B1,VOC_devastate_B1,devastate
devastating,adjective,B1,VOC_devastating_B1,devastating
develop,verb,A2,VOC_develop_A2,develop
developed,adjective,A2,VOC_developed_A2,developed
developing,adjective,B2,VOC_developing_B2,developing
development,noun,B1,VOC_development_B1,development
device,noun,B1,VOC_device_B1,device
devil,noun,B2,VOC_devil_B2,devil
devote,verb,B2,VOC_devote_B2,devote
devoted,adjective,B2,VOC_devoted_B2,devoted
devotion,noun,B1,VOC_devotion_B1,devotion
diagram,noun,B1,VOC_diagram_B1,diagram
dial,noun,B1,VOC_dial_B1,dial
dial,verb,B1,VOC_dial_B1,dial
dialog,noun,B1,VOC_dialogdialogue_B1,dialog/dialogue
diameter,noun,B1,VOC_diameter_B1,diameter
diamond,noun,A2,VOC_diamond_A2,diamond
diaper,noun,B1,VOC_diaper_B1,diaper
diarrhea,noun,B2,VOC_diarrheadiarrhoea_B2,diarrhea/diarrhoea
diary,noun,A2,VOC_diary_A2,diary
dictator,noun,B2,VOC_dictator_B2,dictator
dictionary,noun,A1,VOC_dictionary_A1,dictionary
did,do-verb,A1,VOC_did_A1,did
die,verb,A2,VOC_die_A2,die
diet,noun,A2,VOC_diet_A2,diet
differ,verb,B1,VOC_differ_B1,differ
difference,noun,A1,VOC_difference_A1,difference
different,adjective,A1,VOC_different_A1,different
differently,adverb,A2,VOC_differently_A2,differently
difficult,adjective,A1,VOC_difficult_A1,difficult
